date,day_type,bus,rail_boardings,total_rides,transit_id,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,weather_id
2024-11-28,U,190991,132382,323373,1768,1732773600,3.4,-2.3,-0.9,-1.5,-8.6,-6.3,-6.6,65.5,0.0,0.0,0.0,,0.0,0.0,52.3,26.0,312.1,1016.6,92.3,16.0,16.5,1.5,1.0,10.0,06:56:09,1732798569,16:21:07,1732832467,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,59
2024-11-29,W,344005,224635,568640,5562,1732860000,-1.8,-6.8,-4.5,-7.3,-13.3,-11.3,-12.1,55.5,0.0,0.0,0.0,,0.0,0.0,48.0,28.2,282.5,1021.2,84.1,15.6,23.6,2.1,1.0,10.0,06:57:15,1732885035,16:20:46,1732918846,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,60
2024-11-30,A,308864,217565,526429,2131,1732946400,-3.4,-9.6,-6.7,-9.6,-17.0,-13.3,-13.8,58.0,0.0,0.0,0.0,,0.0,0.0,39.6,25.6,267.8,1022.3,29.9,16.0,39.4,3.4,2.0,10.0,06:58:19,1732971499,16:20:26,1733005226,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,61
2024-12-01,U,251107,175212,426319,5824,1733032800,-2.5,-9.6,-6.4,-8.1,-16.6,-12.2,-13.8,56.1,0.0,0.0,0.0,,0.0,0.0,36.4,20.5,291.3,1024.9,13.3,16.0,38.1,3.2,3.0,10.0,06:59:22,1733057962,16:20:10,1733091610,0.0,Clear,Clear conditions throughout the day.,clear-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,62
2024-12-02,W,554092,349175,903267,2758,1733119200,-3.2,-9.6,-6.4,-8.3,-13.9,-10.9,-11.0,70.6,0.0,0.0,0.0,,0.0,0.0,31.3,17.6,292.3,1029.9,47.1,16.0,24.0,2.0,1.0,10.0,07:00:24,1733144424,16:19:55,1733177995,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,63
2024-12-03,W,607733,405908,1013641,96,1733205600,-0.2,-7.6,-4.5,-5.5,-12.3,-10.1,-9.1,70.6,0.0,0.0,0.0,,0.0,0.0,47.4,30.1,233.8,1030.3,57.8,16.0,33.0,2.7,3.0,10.0,07:01:25,1733230885,16:19:43,1733264383,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,64
2024-12-04,W,600576,411039,1011615,7171,1733292000,4.2,-6.8,-0.7,-0.5,-14.7,-7.2,-7.1,63.0,0.0,0.0,0.0,['rain'],0.3,0.0,87.4,52.4,253.2,1009.3,70.4,15.4,16.3,1.4,1.0,10.0,07:02:25,1733317345,16:19:33,1733350773,0.12,Partially cloudy,Partly cloudy throughout the day.,wind,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,65
2024-12-05,W,564481,401576,966057,6432,1733378400,-1.7,-10.8,-6.3,-6.6,-20.5,-13.6,-14.5,52.4,0.0,0.0,0.0,['snow'],0.8,0.0,57.9,37.6,303.8,1025.9,31.8,16.0,41.9,3.5,4.0,10.0,07:03:23,1733403803,16:19:25,1733437165,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,66
2024-12-06,W,559457,371522,930979,7927,1733464800,-0.1,-9.3,-4.3,-5.0,-15.5,-9.7,-12.8,53.5,0.0,0.0,0.0,,0.0,0.0,43.4,26.8,236.5,1027.0,39.4,16.0,34.6,2.8,3.0,10.0,07:04:20,1733490260,16:19:20,1733523560,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,67
2024-12-07,A,384908,286352,671260,6321,1733551200,10.3,-3.8,3.1,10.3,-8.8,-0.8,-6.8,48.8,0.0,0.0,0.0,,0.0,0.0,51.8,31.1,222.0,1015.2,64.2,16.0,29.3,2.7,2.0,10.0,07:05:15,1733576715,16:19:18,1733609958,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,68
2024-12-08,U,310160,216292,526452,254,1733637600,13.1,4.7,8.9,13.1,1.6,7.4,1.7,61.3,0.0,0.0,0.0,,0.0,0.0,48.3,22.0,218.8,1007.8,44.7,15.9,28.1,2.4,2.0,10.0,07:06:10,1733663170,16:19:17,1733696357,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,69
2024-12-09,W,585535,364276,949811,2940,1733724000,12.3,6.9,9.6,12.3,3.1,7.6,2.0,62.1,0.0,0.0,0.0,,0.0,0.0,46.4,26.0,245.9,1006.8,74.8,15.1,23.5,2.0,1.0,10.0,07:07:02,1733749622,16:19:19,1733782759,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,70
2024-12-10,W,597740,406353,1004093,770,1733810400,6.7,-0.8,1.3,4.0,-6.7,-2.7,-4.8,64.1,0.0,0.0,0.0,,0.0,0.0,35.3,24.0,293.8,1013.6,89.8,16.0,10.3,0.9,1.0,10.0,07:07:53,1733836073,16:19:24,1733869164,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,71
2024-12-11,W,580091,398016,978107,5890,1733896800,0.4,-9.8,-2.9,-5.1,-18.7,-9.0,-10.3,57.4,0.0,0.0,0.0,['snow'],2.0,0.0,59.9,34.0,273.2,1014.6,79.1,15.9,16.8,1.4,1.0,10.0,07:08:43,1733922523,16:19:31,1733955571,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,72
2024-12-12,W,481459,350852,832311,8560,1733983200,-9.0,-15.2,-11.6,-14.3,-24.8,-19.3,-20.9,46.3,0.0,0.0,0.0,,0.0,0.0,53.3,31.9,273.7,1030.0,62.3,16.0,23.9,2.2,2.0,10.0,07:09:30,1734008970,16:19:40,1734041980,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,73
2024-12-13,W,521773,360766,882539,5317,1734069600,-2.4,-13.2,-7.1,-7.0,-20.0,-12.2,-14.1,57.5,0.0,0.0,0.0,,0.0,0.0,33.1,19.1,59.5,1038.8,54.0,16.0,22.6,2.0,1.0,10.0,07:10:16,1734095416,16:19:52,1734128392,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,74
2024-12-14,A,347954,262799,610753,7019,1734156000,4.5,-3.4,0.9,1.2,-8.6,-3.8,-5.2,64.7,4.627,100.0,29.17,['rain'],0.1,0.0,42.5,26.2,115.7,1032.6,86.7,14.5,18.2,1.5,1.0,10.0,07:11:01,1734181861,16:20:05,1734214805,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,75
2024-12-15,U,277186,198006,475192,1640,1734242400,7.6,4.1,6.1,6.0,0.2,3.9,4.8,91.6,1.892,100.0,20.83,['rain'],0.0,0.2,45.0,17.8,173.2,1021.2,100.0,7.3,8.3,0.7,0.0,10.0,07:11:43,1734268303,16:20:22,1734301222,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,76
2024-12-16,W,551435,342529,893964,7887,1734328800,11.4,3.4,7.5,11.4,-1.1,5.1,5.5,87.4,0.511,100.0,12.5,['rain'],0.0,0.0,51.7,32.8,233.5,1014.0,88.5,9.5,11.1,0.9,1.0,10.0,07:12:23,1734354743,16:20:40,1734387640,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,77
2024-12-17,W,582711,391307,974018,8047,1734415200,4.0,1.2,2.4,1.8,-3.7,-0.8,-1.7,74.4,0.0,0.0,0.0,,0.0,0.0,38.4,24.9,262.1,1023.0,71.1,16.0,23.7,2.1,1.0,10.0,07:13:02,1734441182,16:21:01,1734474061,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,78
2024-12-18,W,577854,382314,960168,4578,1734501600,2.3,-3.0,0.2,-1.2,-7.6,-4.3,-4.8,69.5,0.0,0.0,0.0,,0.0,0.0,40.7,23.7,323.5,1026.4,88.3,15.2,15.3,1.4,1.0,10.0,07:13:39,1734527619,16:21:25,1734560485,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,79
2024-12-19,W,552524,373795,926319,7568,1734588000,1.0,-3.1,-1.1,-2.1,-6.6,-4.7,-6.5,67.2,1.073,100.0,20.83,"['rain', 'snow']",0.7,0.1,43.7,23.4,167.6,1023.7,96.7,13.1,16.4,1.5,1.0,10.0,07:14:13,1734614053,16:21:50,1734646910,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,80
2024-12-20,W,509530,326711,836241,208,1734674400,1.5,-4.2,-0.1,1.0,-10.6,-5.3,-3.9,75.9,0.974,100.0,16.67,"['rain', 'snow']",4.9,0.6,58.2,34.1,350.9,1022.5,81.0,12.0,17.4,1.5,3.0,10.0,07:14:46,1734700486,16:22:18,1734733338,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,81
2024-12-21,A,346988,234439,581427,4753,1734760800,-3.2,-8.6,-5.7,-3.2,-14.4,-9.8,-12.0,62.3,0.0,0.0,0.0,,0.0,0.7,36.0,16.9,331.4,1032.5,43.0,16.0,24.5,2.1,1.0,10.0,07:15:16,1734786916,16:22:47,1734819767,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,82
2024-12-22,U,271433,188272,459705,3942,1734847200,1.0,-8.3,-2.8,-3.5,-11.7,-6.7,-7.8,68.9,0.0,0.0,0.0,,0.0,0.5,53.5,28.1,173.2,1028.8,68.3,16.0,22.5,2.1,1.0,10.0,07:15:45,1734873345,16:23:19,1734906199,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,83
2024-12-23,W,425982,267754,693736,8031,1734933600,5.0,0.5,2.8,4.6,-5.3,-1.1,-2.7,67.2,0.0,0.0,0.0,,0.0,0.3,47.9,27.0,205.3,1020.2,96.5,16.0,5.8,0.5,0.0,10.0,07:16:11,1734959771,16:23:54,1734992634,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,84
2024-12-24,W,341225,181487,522712,8446,1735020000,3.6,1.1,2.3,1.3,-2.9,-1.0,-2.4,71.3,0.0,0.0,0.0,,0.0,0.0,28.4,22.2,13.1,1027.1,97.0,14.4,18.9,1.5,1.0,10.0,07:16:35,1735046195,16:24:30,1735079070,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,85
2024-12-25,U,146592,86287,232879,7585,1735106400,3.9,1.3,2.6,1.6,-1.3,0.0,-1.0,77.2,0.0,0.0,0.0,,0.0,0.0,26.3,16.3,80.4,1025.9,100.0,12.1,13.0,1.1,1.0,10.0,07:16:57,1735132617,16:25:08,1735165508,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,86
2024-12-26,W,366721,225335,592056,189,1735192800,9.2,3.7,7.1,7.5,1.9,5.2,5.5,89.3,0.584,100.0,16.67,['rain'],0.0,0.0,38.9,17.4,150.2,1021.9,100.0,6.7,9.2,0.8,1.0,10.0,07:17:16,1735219036,16:25:48,1735251948,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,87
2024-12-27,W,394689,245475,640164,3176,1735279200,11.5,8.2,9.5,11.5,6.3,8.2,7.3,86.3,5.324,100.0,45.83,['rain'],0.0,0.0,38.9,21.3,139.8,1011.4,99.9,10.9,7.0,0.7,0.0,10.0,07:17:33,1735305453,16:26:31,1735338391,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,88
2024-12-28,A,348599,222891,571490,24,1735365600,11.4,7.7,9.7,11.4,5.4,8.8,6.3,79.5,0.279,100.0,12.5,['rain'],0.0,0.0,62.4,31.5,233.4,1012.5,88.6,15.1,21.1,1.9,1.0,10.0,07:17:48,1735391868,16:27:15,1735424835,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,89
2024-12-29,U,231003,158657,389660,1860,1735452000,8.6,3.0,6.4,6.7,-1.3,3.4,4.5,87.6,13.349,100.0,50.0,['rain'],0.0,0.0,41.8,23.9,4.3,1006.3,97.6,12.3,2.7,0.1,0.0,10.0,07:18:01,1735478281,16:28:01,1735511281,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,90
2024-12-30,W,447644,285475,733119,4470,1735538400,5.3,0.8,3.3,4.4,-3.3,0.7,0.7,83.6,0.0,0.0,0.0,,0.0,0.0,26.3,18.9,255.8,1008.3,81.0,14.3,33.5,2.8,2.0,10.0,07:18:12,1735564692,16:28:49,1735597729,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,91
2024-12-31,W,386206,281447,667653,4901,1735624800,5.6,2.0,3.9,2.6,-3.0,-0.7,1.2,82.8,12.695,100.0,70.83,['rain'],0.0,0.0,55.0,35.3,8.3,1007.1,99.9,13.9,7.4,0.7,0.0,10.0,07:18:20,1735651100,16:29:38,1735684178,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,92
2025-01-01,U,225009,190989,415998,8767,1735711200,1.9,-4.0,-1.0,-2.2,-10.9,-6.9,-7.1,63.5,0.737,100.0,4.17,"['rain', 'snow']",0.0,0.0,49.0,28.8,279.8,1019.8,96.8,15.9,16.8,1.3,1.0,10.0,07:18:25,1735737505,16:30:30,1735770630,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,93
2025-01-02,W,422094,279791,701885,8768,1735797600,0.4,-4.0,-2.0,-3.1,-10.2,-7.0,-8.8,60.8,0.025,100.0,4.17,"['rain', 'snow']",0.3,0.0,38.9,20.6,274.8,1024.5,88.7,15.2,29.9,2.6,3.0,10.0,07:18:29,1735823909,16:31:23,1735857083,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,94
2025-01-03,W,431350,283675,715025,8769,1735884000,-3.0,-6.8,-4.5,-8.2,-13.2,-10.9,-11.8,57.5,0.0,0.0,0.0,['snow'],0.8,0.0,47.9,29.3,296.4,1025.4,50.2,15.9,29.0,2.6,2.0,10.0,07:18:30,1735910310,16:32:18,1735943538,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,95
2025-01-04,A,313164,211604,524768,8770,1735970400,-3.9,-10.2,-7.1,-8.7,-17.2,-13.2,-16.9,46.8,0.0,0.0,0.0,,0.0,0.0,42.8,19.5,296.2,1028.2,42.5,16.0,32.6,3.0,2.0,10.0,07:18:29,1735996709,16:33:14,1736029994,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,96
2025-01-05,U,239450,153014,392464,8771,1736056800,-2.6,-8.5,-6.2,-6.9,-14.2,-11.6,-14.7,52.8,0.152,100.0,8.33,['snow'],0.3,0.0,43.2,23.6,357.0,1024.0,90.8,15.2,23.5,2.0,1.0,10.0,07:18:25,1736083105,16:34:11,1736116451,0.21,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,97
2025-01-06,W,480075,318068,798143,8772,1736143200,-0.4,-5.2,-2.6,-6.7,-11.9,-9.1,-6.1,76.8,0.068,100.0,8.33,"['rain', 'snow']",7.0,0.0,53.6,32.8,357.5,1022.3,99.2,13.6,12.7,1.0,1.0,10.0,07:18:19,1736169499,16:35:11,1736202911,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,98
2025-01-07,W,539070,371290,910360,8773,1736229600,-2.9,-8.5,-5.5,-6.1,-13.5,-10.3,-11.5,63.3,0.0,0.0,0.0,['snow'],1.5,0.0,32.4,21.0,318.3,1031.3,66.2,16.0,35.0,3.2,1.0,10.0,07:18:11,1736255891,16:36:11,1736289371,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,99
2025-01-08,W,544855,373118,917973,8774,1736316000,-3.1,-9.5,-6.2,-7.0,-14.7,-10.5,-13.4,57.4,0.0,0.0,0.0,,0.0,0.3,31.0,17.6,301.3,1027.8,47.2,16.0,29.7,2.6,1.0,10.0,07:18:00,1736342280,16:37:13,1736375833,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,100
2025-01-09,W,550177,368934,919111,8775,1736402400,-2.0,-9.6,-6.0,-7.5,-13.9,-10.8,-13.0,58.5,0.0,0.0,0.0,['snow'],0.5,0.5,50.0,22.2,202.5,1024.6,34.4,16.0,35.4,3.2,2.0,10.0,07:17:47,1736428667,16:38:16,1736462296,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,101
2025-01-10,W,494608,312132,806740,8776,1736488800,-1.2,-6.2,-2.9,-4.6,-13.2,-7.7,-5.9,79.8,1.599,100.0,41.67,"['rain', 'snow']",1.7,1.9,37.4,21.5,223.2,1013.2,98.1,6.7,7.9,0.7,0.0,10.0,07:17:32,1736515052,16:39:21,1736548761,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,102
2025-01-11,A,341087,226653,567740,8777,1736575200,0.4,-2.9,-1.4,-3.7,-8.1,-5.8,-5.9,71.4,0.0,0.0,0.0,,0.0,2.5,37.1,20.1,243.7,1010.4,93.6,15.1,34.1,3.0,2.0,10.0,07:17:14,1736601434,16:40:26,1736635226,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,103
2025-01-12,U,247097,163835,410932,8778,1736661600,2.0,-5.1,-0.9,-3.6,-12.9,-6.9,-5.0,74.1,0.626,100.0,16.67,"['rain', 'snow']",0.8,3.1,51.6,34.9,228.7,1010.4,96.7,12.1,10.4,0.8,1.0,10.0,07:16:54,1736687814,16:41:33,1736721693,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,104
2025-01-13,W,520841,342573,863414,8779,1736748000,-6.4,-12.3,-9.2,-13.9,-21.9,-17.1,-15.7,59.7,0.0,0.0,0.0,,0.0,1.4,44.9,29.7,265.0,1021.6,15.4,16.0,49.1,4.3,3.0,10.0,07:16:32,1736774192,16:42:41,1736808161,0.5,Clear,Clear conditions throughout the day.,clear-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,105
2025-01-14,W,535915,381845,917760,8780,1736834400,-8.4,-11.9,-9.8,-13.9,-20.0,-16.4,-15.9,61.9,0.057,100.0,4.17,['snow'],0.5,1.7,50.8,29.3,289.2,1027.8,51.2,13.5,44.9,3.8,3.0,10.0,07:16:07,1736860567,16:43:49,1736894629,0.53,"Snow, Partially cloudy",Clearing in the afternoon with morning snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,106
2025-01-15,W,548773,379995,928768,8781,1736920800,-6.9,-15.0,-10.6,-14.3,-21.8,-17.7,-16.4,62.9,0.0,0.0,0.0,,0.0,2.4,49.0,28.0,228.0,1029.5,39.7,15.5,48.3,4.2,3.0,10.0,07:15:41,1736946941,16:44:59,1736981099,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,107
2025-01-16,W,580058,395025,975083,8782,1737007200,3.6,-7.3,-0.8,-0.1,-14.6,-5.8,-6.5,65.7,0.054,100.0,4.17,['snow'],0.2,2.4,42.5,26.4,270.7,1014.2,86.0,15.0,28.2,2.5,3.0,10.0,07:15:12,1737033312,16:46:09,1737067569,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,108
2025-01-17,W,566655,350717,917372,8783,1737093600,8.0,-2.9,2.7,3.4,-7.2,-1.6,-3.4,65.0,0.0,0.0,0.0,,0.0,0.0,62.8,38.1,201.4,1007.6,52.3,16.0,39.8,3.4,2.0,10.0,07:14:40,1737119680,16:47:21,1737154041,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,109
2025-01-18,A,352875,235950,588825,8784,1737180000,5.3,-7.1,-0.9,1.9,-14.8,-6.4,-10.4,49.3,0.0,0.0,0.0,,0.0,0.0,54.4,33.6,336.5,1013.1,86.0,16.0,47.0,4.1,4.0,10.0,07:14:07,1737206047,16:48:33,1737240513,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,110
2025-01-19,U,220064,146185,366249,8785,1737266400,-8.3,-16.3,-12.9,-16.8,-26.4,-21.9,-22.8,43.4,0.0,0.0,0.0,,0.0,0.0,43.9,26.8,315.2,1025.8,57.1,16.0,54.9,4.7,5.0,10.0,07:13:31,1737292411,16:49:45,1737326985,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', '72212604879', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,111
2025-01-20,W,255814,164914,420728,8786,1737352800,-11.0,-18.1,-14.9,-19.9,-28.1,-23.9,-23.8,47.3,0.0,0.0,0.0,,0.0,0.0,48.2,29.7,275.4,1033.7,37.2,15.8,49.6,4.3,4.0,10.0,07:12:54,1737378774,16:50:59,1737413459,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', '72212604879', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,112
2025-01-21,W,294363,209433,503796,8787,1737439200,-16.7,-21.3,-18.5,-25.6,-32.4,-28.7,-27.0,47.6,0.0,0.0,0.0,,0.0,0.0,41.3,26.8,260.1,1036.0,18.4,16.0,59.1,5.0,4.0,10.0,07:12:14,1737465134,16:52:13,1737499933,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72534014819', 'USW00014819', '72212604879', 'KORD', 'KMDW', '72530094846', 'F1983', 'KPWK', '74466504838']",obs,-6.0,113
2025-01-22,W,502247,348428,850675,8788,1737525600,-3.9,-17.8,-9.5,-8.6,-28.5,-17.6,-16.4,57.7,0.108,100.0,8.33,['snow'],0.3,0.0,50.0,32.1,204.7,1023.5,93.3,13.3,23.9,2.0,1.0,10.0,07:11:32,1737551492,16:53:27,1737586407,0.78,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,114
